Restaurant Name,Category,Rating,Cost for Two (in Rupees),Area,Main Cuisine,Cuisine Count
DESI VADA CAFE,Indian,,300,Central Bangalore,Indian,1
Misu,"Asian, Chinese, Vietnamese, Malaysian, Sushi, Singaporean, Desserts",,1300,Central Bangalore,Asian,7
Hotel Tom's Restaurant,"Mangalorean, Biryani, Seafood, Chinese, North Indian, Desserts, South Indian, Co...",,400,Central Bangalore,Mangalorean,8
NYX Lounge Cafe,Thai,,700,Central Bangalore,Thai,1
Al-Pizzalicious,"Italian-American, Pizzas, Burgers, Snacks",,250,Central Bangalore,Italian-American,4
CAFE RUSTICO,"Beverages, Snacks, Chinese, Continental",,900,Central Bangalore,Beverages,4
Dolci Desserts,"Desserts, Bakery, Pizzas, Salads, Pastas",,600,Central Bangalore,Desserts,5
Kitchens of China,"Chinese, Thai, Asian, Pan-Asian, Oriental, Desserts, Beverages",3.9,450,Central Bangalore,Chinese,7
Cantan,"Chinese, Asian, Vietnamese, Pan-Asian, Seafood, Desserts",,1000,Central Bangalore,Chinese,6
Chai,"South Indian, Desserts, Juices, Ice Cream, Continental, Beverages, Snacks",,99,Central Bangalore,South Indian,7
Aqua,"Continental, American, Italian",,700,Central Bangalore,Continental,3
TIMES SQUARE CAFE,"Desserts, Combo, Beverages",,300,Central Bangalore,Desserts,3
Easy Bites by Hotel Empire,"Snacks, Fast Food, Beverages",3.9,150,Central Bangalore,Snacks,3
Juice Junction,Beverages,,100,Central Bangalore,Beverages,1
Waffle Magic,"Desserts, Beverages",,200,Central Bangalore,Desserts,2
Asian Hawker,"Chinese, Pan-Asian, Desserts, Beverages",,350,Central Bangalore,Chinese,4
Savera Cafe,"Snacks, Beverages",,100,Central Bangalore,Snacks,2
Eden Park,"North Indian, Chinese, Seafood, Andhra, Biryani, Desserts, Jain, Mughlai, South ...",,1000,Central Bangalore,North Indian,9
CAFE PARDONE,"Italian, Desserts, Pizzas, American, Beverages",,500,Central Bangalore,Italian,5
BOSS Burger,"American, Continental",,500,Central Bangalore,American,2
The Fatty Bao,"Asian, Japanese, Chinese",,1000,Central Bangalore,Asian,3
Shyvan Fast Food,"North Indian, Chinese",,200,Central Bangalore,North Indian,2
Tandoor Restaurant,North Indian,,1400,Central Bangalore,North Indian,1
The Brahmins Khanavali,South Indian,,200,Central Bangalore,South Indian,1
PAAKASHALA,"Chinese, Tandoor, Salads, North Indian",,300,Central Bangalore,Chinese,4
Starbucks Coffee,Beverages,,400,Central Bangalore,Beverages,1
Deccan Spices,"North Indian, Chinese, Fast Food",,500,Central Bangalore,North Indian,3
Pasta Street,"Italian, Pizzas, Pastas, Desserts, Beverages",,900,Central Bangalore,Italian,5
Go Native,"Healthy Food, Jain, North Indian, South Indian",,600,Central Bangalore,Healthy Food,4
Hatti Kaapi - Coffee and more,"Beverages, South Indian, Snacks, Combo, Bakery",,120,Central Bangalore,Beverages,5
ITC Hotels - Biryani & Pulao Collection,"Biryani, North Indian, Desserts",,1000,Central Bangalore,Biryani,3
New Kudla,"Chinese, North Indian, Seafood, South Indian",,300,Central Bangalore,Chinese,4
Ghee and Turmeric,"North Indian, Tandoor, Punjabi, Beverages, Desserts, Mughlai",,500,Central Bangalore,North Indian,6
The Only Place,"Continental, Steakhouse, American, Italian, Beverages, Desserts",,1000,Central Bangalore,Continental,6
Munchies,Fast Food,,300,Central Bangalore,Fast Food,1
Anupams Coast II Coast,"Mangalorean, Chinese, North Indian, Mughlai, Punjabi, Awadhi",,1200,Central Bangalore,Mangalorean,6
Wow! China,"Tibetan, Chinese, Asian, Snacks, Continental, Desserts, Beverages",3.8,300,Central Bangalore,Tibetan,7
Pappu B C,Indian,,400,Central Bangalore,Indian,1
GOURMET ON THE GO,"South Indian, North Indian",,250,Central Bangalore,South Indian,2
Beijing Bites,Chinese,,450,Central Bangalore,Chinese,1
Sri Udupi Park,"North Indian, South Indian, Chinese, Chaat, Beverages",,200,Central Bangalore,North Indian,5
Sattuani,"North Indian, Chinese",,200,Central Bangalore,North Indian,2
Palmgrove Ballal Residency,"Chinese, Coastal, Desserts, Jain, North Indian, South Indian",,400,Central Bangalore,Chinese,6
Mani's Dum Biryani,Biryani,,499,Central Bangalore,Biryani,1
ONLY BREADS,"Bakery, Fast Food",,180,Central Bangalore,Bakery,2
Green Onion Chinese,Chinese,,450,Central Bangalore,Chinese,1
Royal Orchid Central,"Italian, European",,500,Central Bangalore,Italian,2
Corner House Ice Cream,"Ice Cream, Desserts",,250,Central Bangalore,Ice Cream,2
The Tao Terraces,"Chinese, Pan-Asian, Thai",,1500,Central Bangalore,Chinese,3
Badmaash,"North Indian, Biryani, Indian, Punjabi, Kebabs, Mughlai, Fast Food, Hyderabadi, ...",,600,Central Bangalore,North Indian,9
Dhaba Co.,North Indian,,650,Central Bangalore,North Indian,1
Kitchens of Punjab,"Punjabi, North Indian, Thalis, Desserts, Beverages",3.7,500,Central Bangalore,Punjabi,5
Grand Foodies Restaurant,"Street Food, Indian, Chinese, Biryani",,220,Central Bangalore,Street Food,4
13th Floor,"North Indian, Thai, Asian, Burmese, Vietnamese, Malaysian",,2000,Central Bangalore,North Indian,6
INDIAN PESHWARI CUISINES,"North Indian, Desserts",,550,Central Bangalore,North Indian,2
Kabab Korner,"North Indian, Chinese, Fast Food",,500,Central Bangalore,North Indian,3
Konark Veg Resturant,"Indian, Chinese",,600,Central Bangalore,Indian,2
EatFit,"Healthy Food, Pizzas, North Indian, Thalis, Biryani",,270,Central Bangalore,Healthy Food,5
Ludos Pizza,Pizzas,,300,Central Bangalore,Pizzas,1
Arbor Brewing Company,"Continental, American, Desserts, Fast Food, Beverages, Seafood",,1200,Central Bangalore,Continental,6
Kanis Kitchen,"South Indian, North Indian, Combo",,200,Central Bangalore,South Indian,3
Aligarh House,"Biryani, Mughlai, Kebabs, North Indian, Desserts, Beverages, Combo",3.6,400,Central Bangalore,Biryani,7
Chinese Bites,Chinese,,250,Central Bangalore,Chinese,1
SIPPY CHAI,"Beverages, Fast Food, American",,200,Central Bangalore,Beverages,3
Udupi Upahara,"South Indian, Beverages",,200,Central Bangalore,South Indian,2
Kaze,"Pan-Asian, Japanese, Chinese",,1200,Central Bangalore,Pan-Asian,3
ROYCE' Chocolate,Desserts,,750,Central Bangalore,Desserts,1
Kingsway restaurant,"North Indian, Chinese, Biryani",,250,Central Bangalore,North Indian,3
DOUBLE MOON CAFE,Indian,,300,Central Bangalore,Indian,1
Quattro,"Italian, Mexican, Pizzas, Pastas",,1000,Central Bangalore,Italian,4
Ebony,"North Indian, Tandoor, Indian",,1000,Central Bangalore,North Indian,3
MINI SAMRAT,"South Indian, North Indian, Chinese, Desserts",3.8,350,Central Bangalore,South Indian,4
Keventers - Milkshakes and Desserts,"Beverages, Ice Cream, Desserts, Healthy Food",,300,Central Bangalore,Beverages,4
Swadesh,"North Indian, Chinese, Biryani",,250,Central Bangalore,North Indian,3
The Food Corner,"Chinese, North Indian",,150,Central Bangalore,Chinese,2
UBQ by Barbeque Nation,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",,300,Central Bangalore,North Indian,6
SRI KRISHNA JUICE AND CHATS,"Juices, Chaat, Fast Food, Beverages",,250,Central Bangalore,Juices,4
Momo Monk,"Pan-Asian, Chinese",3.9,180,Central Bangalore,Pan-Asian,2
Burger It Up,"American, Fast Food, Continental, Beverages, Desserts",,150,Central Bangalore,American,5
New Taj Darbar,"Biryani, Indian, Chinese, Tandoor, Seafood",3.5,300,Central Bangalore,Biryani,5
Carols Pastries & Bakers,Bakery,,500,Central Bangalore,Bakery,1
Shiro,"Japanese, Asian",,1400,Central Bangalore,Japanese,2
Bombay Borough,Indian,,900,Central Bangalore,Indian,1
LIT GASTRO PUB,"Chinese, Indian, Pizzas",,300,Central Bangalore,Chinese,3
Pizza Stop,"Italian, Pizzas",,400,Central Bangalore,Italian,2
Tottos pizza,"Continental, Italian",,500,Central Bangalore,Continental,2
Ginger Tiger,"Chinese, Japanese, Korean, Thai",,600,Central Bangalore,Chinese,4
JUST BITES BAKERY,"Bakery, Fast Food, Snacks, Beverages",,350,Central Bangalore,Bakery,4
Krispy Kreme,"Desserts, Beverages",,170,Central Bangalore,Desserts,2
Snack House,"Fast Food, Street Food",,300,Central Bangalore,Fast Food,2
Shan Restaurant,"North Indian, Chinese",,200,Central Bangalore,North Indian,2
VANIYAMBADI BIRYANI,"Biryani, South Indian",,250,Central Bangalore,Biryani,2
Azuki Japan Travel  Bistro And Sake,"Japanese, Asian, Desserts, Pan-Asian, Bakery, Snacks",,1200,Central Bangalore,Japanese,6
Taj Hotel,"Chinese, Mughlai, North Indian",3.9,500,Central Bangalore,Chinese,3
Hari Super Sandwich,Fast Food,3.9,100,Central Bangalore,Fast Food,1
The Vintage,"Pizzas, Fast Food, Desserts",,350,Central Bangalore,Pizzas,3
LAKSHMI SUPER SANDWICH,"Pizzas, Chaat, Snacks",,149,Central Bangalore,Pizzas,3
Sweet Chariot Cafe,Desserts,,500,Central Bangalore,Desserts,1
Cafe Noir,"European, Italian, Pizzas, Pastas, Desserts, Continental, Salads, British, Ameri...",,600,Central Bangalore,European,9
Provenance Deli and Desserts,"Desserts, Bakery, Beverages",,700,Central Bangalore,Desserts,3
Hotel Brigade Taj,"Biryani, Chinese",,250,Central Bangalore,Biryani,2
Little Cafe,"Chinese, Continental, Beverages",,200,Central Bangalore,Chinese,3
HUDA BAKERY AND CHATS,"Bakery, Chaat",,100,Central Bangalore,Bakery,2
Pure and Natural,"Juices, Continental",,450,Central Bangalore,Juices,2
Imperial Restaurant,"Arabian, Chinese, Desserts, Mughlai, North Indian, Seafood, South Indian",,400,Central Bangalore,Arabian,7
SLV Grand,"North Indian, Chinese, South Indian, Desserts, Beverages",,200,Central Bangalore,North Indian,5
Si Pizza,"Italian, Pizzas",,300,Central Bangalore,Italian,2
Gourmet Ice Cream Cakes by Baskin Robbins,"Desserts, Ice Cream, Bakery",,400,Central Bangalore,Desserts,3
Shiv Sagar,Indian,,250,Central Bangalore,Indian,1
Shawarma House,"Snacks, Chinese, North Indian",,200,Central Bangalore,Snacks,3
Dawat Durbar,"North Indian, Chinese, Mughlai",,200,Central Bangalore,North Indian,3
Shahi Bawarchi,"Biryani, Indian, Combo",,500,Central Bangalore,Biryani,3
JW Kitchen - JW Marriott,"Indian, Continental, Asian",3.2,1000,Central Bangalore,Indian,3
Cafe Felix,"American, Continental, Desserts, Pizzas, Pastas",3.7,1000,Central Bangalore,American,5
Paratha Envy,North Indian,,249,Central Bangalore,North Indian,1
Simpli Namdhari's,"Chinese, European, Italian, North Indian, Salads, Pizzas, Juices, Beverages, Bir...",3.8,500,Central Bangalore,Chinese,9
McDonald's Gourmet Burger Collection,"Burgers, Beverages, Cafe, Desserts",,600,Central Bangalore,Burgers,4
Pancakes by Knight Bite,"American, Desserts",,200,Central Bangalore,American,2
Wow! Momo,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",,250,Central Bangalore,Tibetan,8
Firangi Bake,"Italian, Mexican, Pastas, Ice Cream",,400,Central Bangalore,Italian,4
Samosa Party,"Chaat, North Indian, Fast Food, Street Food, Snacks, Sweets, Desserts, Home Food...",,150,Central Bangalore,Chaat,8
Roll Master,"Fast Food, Chinese, American, Beverages",,150,Central Bangalore,Fast Food,4
Sandhya Veg,"Chinese, South Indian, North Indian, Desserts, Beverages",,150,Central Bangalore,Chinese,5
Amadora Gourmet Ice Cream & Sorbet,Desserts,,450,Central Bangalore,Desserts,1
DonBuri,"Chinese, Italian, Mediterranean, Thai, Lebanese, American, Asian, Beverages, Bak...",,250,Central Bangalore,Chinese,9
Hamza hotel,"Continental, Fast Food, Street Food",,300,Central Bangalore,Continental,3
JALEBBI KITCHEN,"Chinese, North Indian, Biryani",,200,Central Bangalore,Chinese,3
Kwality Walls Frozen Dessert and Ice Cream Shop,"Ice Cream, Desserts",,200,Central Bangalore,Ice Cream,2
The Konkan - Seafood Restaurant,"Coastal, South Indian, Seafood",,1200,Central Bangalore,Coastal,3
Brik Oven,"Italian, Pizzas, Desserts, Beverages",,1000,Central Bangalore,Italian,4
Breakfast Express,"Continental, North Indian, South Indian, American, Beverages, British, European,...",,200,Central Bangalore,Continental,8
The Bowl Company,"Continental, North Indian, Pan-Asian, Desserts, American, Asian, Beverages, Biry...",,300,Central Bangalore,Continental,8
Al hatab burger roll &pizza,"Pizzas, American, Fast Food",,150,Central Bangalore,Pizzas,3
Baskin Robbins,Desserts,,400,Central Bangalore,Desserts,1
Bowl Soul,"Indian, Asian, Continental, Pan-Asian, Chinese, Mediterranean, Mexican, Lebanese...",,250,Central Bangalore,Indian,8
Bhartiya Jalpan,"North Indian, Sweets, Desserts, Chaat",,270,Central Bangalore,North Indian,4
Andhra Gunpowder,"Andhra, Biryani, South Indian",,350,Central Bangalore,Andhra,3
China Flame,"Chinese, Thai",,275,Central Bangalore,Chinese,2
Kaati Zone Rolls & Wraps,Beverages,3.7,150,Central Bangalore,Beverages,1
RajHans Restaurant,"North Indian, Chinese, South Indian, Beverages, Snacks",3.8,300,Central Bangalore,North Indian,5
All Saints Bakery,Bakery,,200,Central Bangalore,Bakery,1
JACK KITCHEN,"Chinese, American, Snacks, Juices, Beverages",,249,Central Bangalore,Chinese,5
Five Star Chicken,"Snacks, Arabian",,250,Central Bangalore,Snacks,2
Jaisalmer,"Indian, Chinese, Thalis",,500,Central Bangalore,Indian,3
Bareerah Multicuisine Restaurant,"Chinese, Continental, Indian, Arabian",,500,Central Bangalore,Chinese,4
The Sandwich bite,"Healthy Food, American, Continental",,200,Central Bangalore,Healthy Food,3
Virinchi Cafe,South Indian,,250,Central Bangalore,South Indian,1
McDonald's,"Burgers, Beverages, Cafe, Desserts",,400,Central Bangalore,Burgers,4
The Baklava Company,"Desserts, Sweets, Bakery",,600,Central Bangalore,Desserts,3
Bake N Bloom,Bakery,,250,Central Bangalore,Bakery,1
MS Restaurant,"North Indian, Fast Food",,500,Central Bangalore,North Indian,2
KFC,"American, Snacks, Biryani",3.3,400,Central Bangalore,American,3
Hotel Empire,"North Indian, Kebabs, Biryani",,450,Central Bangalore,North Indian,3
Lassi and Juice,"Continental, Desserts, Juices, Ice Cream",3.5,150,Central Bangalore,Continental,4
Watson's,Fast Food,,450,Central Bangalore,Fast Food,1
Bheemas,Andhra,,550,Central Bangalore,Andhra,1
De Zyka Cafe,"Fast Food, Chinese, Pastas, Chaat, Beverages",,350,Central Bangalore,Fast Food,5
Wendy's,"American, Burgers, Fast Food, Beverages, Snacks",3.8,200,Central Bangalore,American,5
Little White Kitchen,"Chinese, Continental, Fast Food, Italian",,300,Central Bangalore,Chinese,4
Trippy Goat Cafe & Wine,"Beverages, Continental, Italian",,1500,Central Bangalore,Beverages,3
paivihar,"Chinese, Indian",,300,Central Bangalore,Chinese,2
Flavours by ITC Hotels,"Indian, Continental, North Indian, Biryani, Desserts",,1000,Central Bangalore,Indian,5
Spice Klub,"North Indian, Biryani, Indian",,1100,Central Bangalore,North Indian,3
Main Lassi Shop,"Beverages, Juices, Ice Cream, Pizzas, Desserts",3.9,250,Central Bangalore,Beverages,5
Belgian Waffle Factory,"American, Desserts",3.9,300,Central Bangalore,American,2
Crazy Pizza,"Fast Food, Italian",,400,Central Bangalore,Fast Food,2
Iceberg Organic Icecreams,Indian,,200,Central Bangalore,Indian,1
ABC Kolkata kitchen,"Indian, Chinese, Seafood, Kebabs, Snacks, Combo",,250,Central Bangalore,Indian,6
Nutmeg By ITC Hotels- Cakes & Desserts,"Bakery, Desserts",,1000,Central Bangalore,Bakery,2
Chaitanya Veg Fast Food,South Indian,,150,Central Bangalore,South Indian,1
Ibaco,Desserts,,800,Central Bangalore,Desserts,1
Faasos - Wraps & Rolls,"Snacks, Beverages, Desserts, Indian",,200,Central Bangalore,Snacks,4
Biryani Trip,"Biryani, Hyderabadi, Indian",,400,Central Bangalore,Biryani,3
INOX,Fast Food,3.8,400,Central Bangalore,Fast Food,1
Mad Over Donuts,"Desserts, Sweets, Bakery",,200,Central Bangalore,Desserts,3
Art Of Delight,"Ice Cream, Desserts, Beverages",,250,Central Bangalore,Ice Cream,3
Flavours by ITC Hotels,"Indian, Asian, Continental, Chinese, North Indian, Italian, Pastas",,1000,Central Bangalore,Indian,7
The Bangalore Kitchen,"Biryani, Fast Food, Barbecue",,300,Central Bangalore,Biryani,3
Chung Wah,Chinese,,800,Central Bangalore,Chinese,1
Madurai Idly shop - Express,South Indian,3.8,150,Central Bangalore,South Indian,1
Ice And Rolls,"Snacks, Fast Food, Italian",,150,Central Bangalore,Snacks,3
Kanti Bakes And Flakes,Sweets,,200,Central Bangalore,Sweets,1
The Wok Co,"Chinese, Thai",,450,Central Bangalore,Chinese,2
Nutribites,"Healthy Food, Juices",,150,Central Bangalore,Healthy Food,2
SAMUTRA RESTAURANT,"North Indian, Chinese",,350,Central Bangalore,North Indian,2
Kaippunnyam Restaurant,"Indian, Seafood",,300,Central Bangalore,Indian,2
Bangalore Biryani Co.,"Biryani, North Indian, Beverages, Desserts",,350,Central Bangalore,Biryani,4
Nalli Galli Kitchen,"Indian, Biryani",,300,Central Bangalore,Indian,2
ROMEO LASSI SHOP,"Beverages, Ice Cream, Snacks, Desserts",3.7,250,Central Bangalore,Beverages,4
Rolls on Wheels,Fast Food,,300,Central Bangalore,Fast Food,1
MOKA ON THE GO,Bakery,,300,Central Bangalore,Bakery,1
SAVERA LASSI SHOP,"Juices, Beverages, Snacks, Ice Cream",3.8,250,Central Bangalore,Juices,4
Kouzina Kafe - The Food Court,"Bakery, Desserts, Ice Cream, Beverages",,150,Central Bangalore,Bakery,4
Taco Bell,Mexican,,300,Central Bangalore,Mexican,1
JUST BITES,Bakery,,200,Central Bangalore,Bakery,1
Communiti,"American, Continental, Italian, Desserts",,1000,Central Bangalore,American,4
Dancing Wok,Chinese,,700,Central Bangalore,Chinese,1
Lavonne,"Bakery, Desserts",,750,Central Bangalore,Bakery,2
Xian,"Chinese, Seafood, Thai",,800,Central Bangalore,Chinese,3
Asian Cucina,"Chinese, Asian, Combo",,600,Central Bangalore,Chinese,3
Khan Saheb Grills and Rolls,"Tandoor, Mughlai, North Indian, Kebabs",,300,Central Bangalore,Tandoor,4
FRIEND'S ADDA,"Sweets, Desserts",,250,Central Bangalore,Sweets,2
Zoroy Luxury Chocolates,"Desserts, Bakery",,250,Central Bangalore,Desserts,2
Dumont Creamery,"Beverages, Ice Cream, Desserts",,250,Central Bangalore,Beverages,3
In Wok,Chinese,,500,Central Bangalore,Chinese,1
